1	1	N3I	NSF	13442	Ὅρασις	ὁρασις	ορασις	ὅρασις	O/(rasij	o(rasij	orasij	o/(rasij	o(/rasij			,	O(/RASIS	O(/RASIS
14	10	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
14	10	VSI	API2S	641665	κατελογίσθης	κατελογισθης	κατελογισθης	καταλογίζομαι	katelogi/sqhj	katelogisqhj	katelogisqhj	katalogi/zomai	katalogi/zomai			.	KATELOGI/SQHS	LOGI/ZOMAI       KATA
14	11	VZI	AAI3S	633473	κατέβη	κατεβη	κατεβη	καταβαίνω	kate/bh	katebh	katebh	katabai/nw	katabai/nw				KATE/BH	BAI/NW           KATA
14	11	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
14	11	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
14	11	N1M	GSM	9538	ᾅδου	ἁδου	αδου	ᾅδης	a/(|dou	a(dou	adou	a/(|dhj	a(/|dhj				A(/|DOU	A(/|DHS
14	11	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
14	11	N1S	NSF	13442	δόξα	δοξα	δοξα	δόξα	do/ca	doca	doca	do/ca	do/ca				DO/CA	DO/CA
14	11	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=			,	SOU	SU/
14	11	RA	NSF	10	ἡ	ἡ	η	ὁ	h(	h(	h	o(	o(				H(	O(
14	11	A1	NSF	13443	πολλή	πολλη	πολλη	πολύς	pollh/	pollh	pollh	polu/j	polu/j				POLLH/	POLU/S
14	11	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
14	11	N1	NSF	13442	εὐφροσύνη	εὐφροσυνη	ευφροσυνη	εὐφροσύνη	eu)frosu/nh	eu)frosunh	eufrosunh	eu)frosu/nh	eu)frosu/nh			·	EU)FROSU/NH	EU)FROSU/NH
14	11	D		9	ὑποκάτω	ὑποκατω	υποκατω	ὑποκάτω	u(poka/tw	u(pokatw	upokatw	u(poka/tw	u(poka/tw				U(POKA/TW	U(POKA/TW
14	11	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
14	11	VF	FAI3P	895105	στρώσουσιν	στρωσουσιν	στρωσουσιν	στρώννυμι	strw/sousin	strwsousin	strwsousin	strw/nnumi	strw/nnumi				STRW/SOUSIN	STRW/NNUMI
14	11	N3I	ASF	13570	σῆψιν	σηψιν	σηψιν	σῆψις	sh~yin	shyin	shyin	sh~yij	sh=yij			,	SH=YIN	SH=YIS
14	11	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
14	11	RA	ASN	10	τὸ	το	το	ὁ	to\	to	to	o(	o(				TO\	O(
14	11	N3M	ASN	17666	κατακάλυμμά	κατακαλυμμα	κατακαλυμμα	κατακάλυμμα	kataka/lumma/	katakalumma	katakalumma	kataka/lumma	kataka/lumma				KATAKA/LUMMA/	KATAKA/LUMMA
14	11	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
14	11	N3K	NSM	9346	σκώληξ	σκωληξ	σκωληξ	σκώληξ	skw/lhc	skwlhc	skwlhc	skw/lhc	skw/lhc			.	SKW/LHC	SKW/LHC
14	12	D		9	πῶς	πως	πως	πῶς	pw~j	pwj	pwj	pw~j	pw=j				PW=S	PW=S
14	12	VAI	AAI3S	633473	ἐξέπεσεν	ἐξεπεσεν	εξεπεσεν	ἐκπίπτω	e)ce/pesen	e)cepesen	ecepesen	e)kpi/ptw	e)kpi/ptw				E)CE/PESEN	PI/PTW           E)K
14	12	P		8	ἐκ	ἐκ	εκ	ἐκ	e)k	e)k	ek	e)k	e)k				E)K	E)K
14	12	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
14	12	N2	GSM	9538	οὐρανοῦ	οὐρανου	ουρανου	οὐρανός	ou)ranou~	ou)ranou	ouranou	ou)rano/j	ou)rano/j				OU)RANOU=	OU)RANO/S
14	12	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
14	12	N2	NSM	9346	ἑωσφόρος	ἑωσφορος	εωσφορος	ἑωσφόρος	e(wsfo/roj	e(wsforoj	ewsforoj	e(wsfo/roj	e(wsfo/roj				E(WSFO/ROS	E(WSFO/ROS
14	12	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
14	12	D		9	πρωῒ	πρωϊ	πρωι	πρωΐ	prwi\:	prwi:	prwi	prwi/:	prwi/:				PRWI\	PRWI/
14	12	V1	PAPNSM	4793793	ἀνατέλλων	ἀνατελλων	ανατελλων	ἀνατέλλω	a)nate/llwn	a)natellwn	anatellwn	a)nate/llw	a)nate/llw			;	A)NATE/LLWN	TE/LLW           A)NA
14	12	VDI	API3S	641665	συνετρίβη	συνετριβη	συνετριβη	συντρίβω	sunetri/bh	sunetribh	sunetribh	suntri/bw	suntri/bw				SUNETRI/BH	TRI/BW           SUN
14	12	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
14	12	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
14	12	N1	ASF	13570	γῆν	γην	γην	γῆ	gh~n	ghn	ghn	gh~	gh=				GH=N	GH=
14	12	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
14	12	V1	PAPNSM	4793793	ἀποστέλλων	ἀποστελλων	αποστελλων	ἀποστέλλω	a)poste/llwn	a)postellwn	apostellwn	a)poste/llw	a)poste/llw				A)POSTE/LLWN	STE/LLW          A)PO
14	12	P		8	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j	pro/j				PRO\S	PRO/S
14	12	A3	APN	18179	πάντα	παντα	παντα	πᾶς	pa/nta	panta	panta	pa~j	pa=j				PA/NTA	PA=S
14	12	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
14	12	N3E	APN	18178	ἔθνη	ἐθνη	εθνη	ἔθνος	e/)qnh	e)qnh	eqnh	e/)qnoj	e)/qnoj			.	E)/QNH	E)/QNOS
14	13	RP	NS	13	σὺ	συ	συ	σύ	su\	su	su	su/	su/				SU\	SU/
14	13	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
14	13	VAI	AAI2S	633473	εἶπας	εἰπας	ειπας	ἔπω	ei~)paj	ei)paj	eipaj	e/)pw	e)/pw				EI)=PAS	EI)=PON
14	13	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
14	13	RA	DSF	10	τῇ	τη	τη	ὁ	th~|	th	th	o(	o(				TH=|	O(
14	13	N1A	DSF	13698	διανοίᾳ	διανοια	διανοια	διάνοια	dianoi/a|	dianoia	dianoia	dia/noia	dia/noia				DIANOI/A|	DIA/NOIA
14	13	RP	GS	13	σου	σου	σου	σοῦ	sou	sou	sou	sou~	sou=				SOU	SU/
14	13	P		8	Εἰς	εἰς	εις	εἰς	Ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
14	13	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
14	13	N2	ASM	9474	οὐρανὸν	οὐρανον	ουρανον	οὐρανός	ou)rano\n	ou)ranon	ouranon	ou)rano/j	ou)rano/j				OU)RANO\N	OU)RANO/S
14	13	VF	FMI1S	604289	ἀναβήσομαι	ἀναβησομαι	αναβησομαι	ἀναβαίνω	a)nabh/somai	a)nabhsomai	anabhsomai	a)nabai/nw	a)nabai/nw			,	A)NABH/SOMAI	BAI/NW           A)NA
14	13	D		9	ἐπάνω	ἐπανω	επανω	ἐπάνω	e)pa/nw	e)panw	epanw	e)pa/nw	e)pa/nw				E)PA/NW	E)PA/NW
14	13	RA	GPN	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
14	13	N2N	GPN	18242	ἄστρων	ἀστρων	αστρων	ἄστρον	a/)strwn	a)strwn	astrwn	a/)stron	a)/stron				A)/STRWN	A)/STRON
14	13	RA	GSM	10	τοῦ	του	του	ὁ	tou~	tou	tou	o(	o(				TOU=	O(
14	13	N2	GSM	9538	οὐρανοῦ	οὐρανου	ουρανου	οὐρανός	ou)ranou~	ou)ranou	ouranou	ou)rano/j	ou)rano/j				OU)RANOU=	OU)RANO/S
14	13	VF	FAI1S	600193	θήσω	θησω	θησω	τίθημι	qh/sw	qhsw	qhsw	ti/qhmi	ti/qhmi				QH/SW	TI/QHMI
14	13	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
14	13	N2	ASM	9474	θρόνον	θρονον	θρονον	θρόνος	qro/non	qronon	qronon	qro/noj	qro/noj				QRO/NON	QRO/NOS
14	13	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou			,	MOU	E)GW/
14	13	VF2	FAI1S	600193	καθιῶ	καθιω	καθιω	καθίζω	kaqiw~	kaqiw	kaqiw	kaqi/zw	kaqi/zw				KAQIW=	I(/ZW            KATA
14	13	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
14	13	N3E	DSN	17794	ὄρει	ὀρει	ορει	ὄρος	o/)rei	o)rei	orei	o/)roj	o)/roj				O)/REI	O)/ROS
14	13	A1	DSN	17795	ὑψηλῷ	ὑψηλω	υψηλω	ὑψηλός	u(yhlw~|	u(yhlw	uyhlw	u(yhlo/j	u(yhlo/j				U(YHLW=|	U(YHLO/S
14	13	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
14	13	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
14	13	N3E	APN	18178	ὄρη	ὀρη	ορη	ὄρος	o/)rh	o)rh	orh	o/)roj	o)/roj				O)/RH	O)/ROS
14	13	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
14	13	A1	APN	18179	ὑψηλὰ	ὑψηλα	υψηλα	ὑψηλός	u(yhla\	u(yhla	uyhla	u(yhlo/j	u(yhlo/j				U(YHLA\	U(YHLO/S
14	13	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
14	13	P		8	πρὸς	προς	προς	πρός	pro\j	proj	proj	pro/j	pro/j				PRO\S	PRO/S
14	13	N1T	ASM	9474	βορρᾶν	βορραν	βορραν	βορρᾶς	borra~n	borran	borran	borra~j	borra=j			,	BORRA=N	BORE/AS
14	14	VF	FMI1S	604289	ἀναβήσομαι	ἀναβησομαι	αναβησομαι	ἀναβαίνω	a)nabh/somai	a)nabhsomai	anabhsomai	a)nabai/nw	a)nabai/nw				A)NABH/SOMAI	BAI/NW           A)NA
14	14	D		9	ἐπάνω	ἐπανω	επανω	ἐπάνω	e)pa/nw	e)panw	epanw	e)pa/nw	e)pa/nw				E)PA/NW	E)PA/NW
14	14	RA	GPF	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
14	14	N1	GPF	14146	νεφελῶν	νεφελων	νεφελων	νεφέλη	nefelw~n	nefelwn	nefelwn	nefe/lh	nefe/lh			,	NEFELW=N	NEFE/LH
14	14	VF	FMI1S	604289	ἔσομαι	ἐσομαι	εσομαι	εἰμί	e/)somai	e)somai	esomai	ei)mi/	ei)mi/				E)/SOMAI	EI)MI/
14	14	A1A	NSM	9347	ὅμοιος	ὁμοιος	ομοιος	ὅμοιος	o/(moioj	o(moioj	omoioj	o/(moioj	o(/moioj				O(/MOIOS	O(/MOIOS
14	14	RA	DSM	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(	o(				TW=|	O(
14	14	A1	DSM	9603	ὑψίστῳ	ὑψιστω	υψιστω	ὕψιστος	u(yi/stw|	u(yistw	uyistw	u/(yistoj	u(/yistoj			.	U(YI/STW|	U(/YISTOS
14	15	D		9	νῦν	νυν	νυν	νῦν	nu~n	nun	nun	nu~n	nu=n				NU=N	NU=N
14	15	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
14	15	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
14	15	N1M	GSM	9538	ᾅδου	ἁδου	αδου	ᾅδης	a/(|dou	a(dou	adou	a/(|dhj	a(/|dhj				A(/|DOU	A(/|DHS
14	15	VF	FMI2S	637057	καταβήσῃ	καταβηση	καταβηση	καταβαίνω	katabh/sh|	katabhsh	katabhsh	katabai/nw	katabai/nw				KATABH/SH|	BAI/NW           KATA
14	15	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
14	15	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
14	15	RA	APN	10	τὰ	τα	τα	ὁ	ta\	ta	ta	o(	o(				TA\	O(
14	15	N2N	APN	18178	θεμέλια	θεμελια	θεμελια	θεμέλιος	qeme/lia	qemelia	qemelia	qeme/lioj	qeme/lioj				QEME/LIA	QEME/LION
14	15	RA	GSF	10	τῆς	της	της	ὁ	th~j	thj	thj	o(	o(				TH=S	O(
14	15	N1	GSF	13634	γῆς	γης	γης	γῆ	gh~j	ghj	ghj	gh~	gh=			.	GH=S	GH=
14	16	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
14	16	VB	AAPNPM	5057473	ἰδόντες	ἰδοντες	ιδοντες	ὁράω	i)do/ntej	i)dontej	idontej	o(ra/w	o(ra/w				I)DO/NTES	O(RA/W
14	16	RP	AS	13	σε	σε	σε	σέ	se	se	se	se/	se/				SE	SU/
14	16	VF	FAI3P	895105	θαυμάσουσιν	θαυμασουσιν	θαυμασουσιν	θαυμάζω	qauma/sousin	qaumasousin	qaumasousin	qauma/zw	qauma/zw				QAUMA/SOUSIN	QAUMA/ZW
14	16	P		8	ἐπὶ	ἐπι	επι	ἐπί	e)pi\	e)pi	epi	e)pi/	e)pi/				E)PI\	E)PI/
14	16	RP	DS	13	σοὶ	σοι	σοι	σοί	soi\	soi	soi	soi/	soi/				SOI\	SU/
14	16	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
14	16	VF2	FAI3P	895105	ἐροῦσιν	ἐρουσιν	ερουσιν	ἐρέω	e)rou~sin	e)rousin	erousin	e)re/w	e)re/w				E)ROU=SIN	EI)=PON
14	16	RD	NSM	11	Οὗτος	οὑτος	ουτος	οὗτος	Ou~(toj	ou(toj	outoj	ou~(toj	ou(=toj				OU(=TOS	OU(=TOS
14	16	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
14	16	N2	NSM	9346	ἄνθρωπος	ἀνθρωπος	ανθρωπος	ἄνθρωπος	a/)nqrwpoj	a)nqrwpoj	anqrwpoj	a/)nqrwpoj	a)/nqrwpoj				A)/NQRWPOS	A)/NQRWPOS
14	16	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
14	16	V1	PAPNSM	4793793	παροξύνων	παροξυνων	παροξυνων	παροξύνω	parocu/nwn	parocunwn	parocunwn	parocu/nw	parocu/nw				PAROCU/NWN	O)CU/NW          PARA
14	16	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
14	16	N1	ASF	13570	γῆν	γην	γην	γῆ	gh~n	ghn	ghn	gh~	gh=			,	GH=N	GH=
14	16	V1	PAPNSM	4793793	σείων	σειων	σειων	σείω	sei/wn	seiwn	seiwn	sei/w	sei/w				SEI/WN	SEI/W
14	16	N3V	NPM	9858	βασιλεῖς	βασιλεις	βασιλεις	βασιλεύς	basilei~j	basileij	basileij	basileu/j	basileu/j			;	BASILEI=S	BASILEU/S
14	17	RA	NSM	10	ὁ	ὁ	ο	ὁ	o(	o(	o	o(	o(				O(	O(
14	17	VE	AAPNSM	4795329	θεὶς	θεις	θεις	τίθημι	qei\j	qeij	qeij	ti/qhmi	ti/qhmi				QEI\S	TI/QHMI
14	17	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
14	17	V2	PMPASF	6960577	οἰκουμένην	οἰκουμενην	οικουμενην	οἰκουμένη	oi)koume/nhn	oi)koumenhn	oikoumenhn	oi)koume/nh	oi)koume/nh				OI)KOUME/NHN	OI)KE/W
14	17	A1	ASF	13571	ὅλην	ὁλην	ολην	ὅλος	o/(lhn	o(lhn	olhn	o/(loj	o(/loj				O(/LHN	O(/LOS
14	17	N2	ASF	13570	ἔρημον	ἐρημον	ερημον	ἔρημος	e/)rhmon	e)rhmon	erhmon	e/)rhmoj	e)/rhmoj				E)/RHMON	E)/RHMOS
14	17	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
14	17	RA	APF	10	τὰς	τας	τας	ὁ	ta\j	taj	taj	o(	o(				TA\S	O(
14	17	N3I	APF	14082	πόλεις	πολεις	πολεις	πόλις	po/leij	poleij	poleij	po/lij	po/lij				PO/LEIS	PO/LIS
14	17	VBI	AAI3S	633473	καθεῖλεν	καθειλεν	καθειλεν	καθαιρέω	kaqei~len	kaqeilen	kaqeilen	kaqaire/w	kaqaire/w			,	KAQEI=LEN	AI(RE/W          KATA
14	17	RA	APM	10	τοὺς	τους	τους	ὁ	tou\j	touj	touj	o(	o(				TOU\S	O(
14	17	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
14	17	N1	DSF	13698	ἐπαγωγῇ	ἐπαγωγη	επαγωγη	ἐπαγωγή	e)pagwgh~|	e)pagwgh	epagwgh	e)pagwgh/	e)pagwgh/				E)PAGWGH=|	E)PAGWGH/
14	17	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
14	17	VAI	AAI3S	633473	ἔλυσεν	ἐλυσεν	ελυσεν	λύω	e/)lusen	e)lusen	elusen	lu/w	lu/w			.	E)/LUSEN	LU/W
14	18	A3	NPM	9859	πάντες	παντες	παντες	πᾶς	pa/ntej	pantej	pantej	pa~j	pa=j				PA/NTES	PA=S
14	18	RA	NPM	10	οἱ	οἱ	οι	ὁ	oi(	oi(	oi	o(	o(				OI(	O(
14	18	N3V	NPM	9858	βασιλεῖς	βασιλεις	βασιλεις	βασιλεύς	basilei~j	basileij	basileij	basileu/j	basileu/j				BASILEI=S	BASILEU/S
14	18	RA	GPN	10	τῶν	των	των	ὁ	tw~n	twn	twn	o(	o(				TW=N	O(
14	18	N3E	GPN	18242	ἐθνῶν	ἐθνων	εθνων	ἔθνος	e)qnw~n	e)qnwn	eqnwn	e/)qnoj	e)/qnoj				E)QNW=N	E)/QNOS
14	18	VCI	API3P	903809	ἐκοιμήθησαν	ἐκοιμηθησαν	εκοιμηθησαν	κοιμάω	e)koimh/qhsan	e)koimhqhsan	ekoimhqhsan	koima/w	koima/w				E)KOIMH/QHSAN	KOIMA/W
14	18	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
14	18	N1	DSF	13698	τιμῇ	τιμη	τιμη	τιμή	timh~|	timh	timh	timh/	timh/			,	TIMH=|	TIMH/
14	18	N2	NSM	9346	ἄνθρωπος	ἀνθρωπος	ανθρωπος	ἄνθρωπος	a/)nqrwpoj	a)nqrwpoj	anqrwpoj	a/)nqrwpoj	a)/nqrwpoj				A)/NQRWPOS	A)/NQRWPOS
14	18	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
14	18	RA	DSM	10	τῷ	τω	τω	ὁ	tw~|	tw	tw	o(	o(				TW=|	O(
14	18	N2	DSM	9602	οἴκῳ	οἰκω	οικω	οἶκος	oi/)kw|	oi)kw	oikw	oi~)koj	oi)=koj				OI)/KW|	OI)=KOS
14	18	RD	GSM	11	αὐτοῦ	αὐτου	αυτου	αὐτός	au)tou~	au)tou	autou	au)to/j	au)to/j			·	AU)TOU=	AU)TO/S
14	19	RP	NS	13	σὺ	συ	συ	σύ	su\	su	su	su/	su/				SU\	SU/
14	19	X		5	δὲ	δε	δε	δέ	de\	de	de	de/	de/				DE\	DE/
14	19	VD	FPI2S	641153	ῥιφήσῃ	ῥιφηση	ριφηση	ῥίπτω	r(ifh/sh|	r(ifhsh	rifhsh	r(i/ptw	r(i/ptw				R(IFH/SH|	R(I/PTW
14	19	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
14	19	RA	DPN	10	τοῖς	τοις	τοις	ὁ	toi~j	toij	toij	o(	o(				TOI=S	O(
14	19	N3E	DPN	18306	ὄρεσιν	ὀρεσιν	ορεσιν	ὄρος	o/)resin	o)resin	oresin	o/)roj	o)/roj				O)/RESIN	O)/ROS
14	19	D		9	ὡς	ὡς	ως	ὥς	w(j	w(j	wj	w/(j	w(/j				W(S	W(S
14	19	N2	NSM	9346	νεκρὸς	νεκρος	νεκρος	νεκρός	nekro\j	nekroj	nekroj	nekro/j	nekro/j				NEKRO\S	NEKRO/S
14	19	VKI	XMPNSM	4799937	ἐβδελυγμένος	ἐβδελυγμενος	εβδελυγμενος	βδελύσσω	e)bdelugme/noj	e)bdelugmenoj	ebdelugmenoj	bdelu/ssw	bdelu/ssw				E)BDELUGME/NOS	BDELU/SSW
14	19	P		8	μετὰ	μετα	μετα	μετά	meta\	meta	meta	meta/	meta/				META\	META/
14	19	A1	GPM	10051	πολλῶν	πολλων	πολλων	πολύς	pollw~n	pollwn	pollwn	polu/j	polu/j				POLLW=N	POLU/S
14	19	VX	XAPGPM	5156289	τεθνηκότων	τεθνηκοτων	τεθνηκοτων	θνήσκω	teqnhko/twn	teqnhkotwn	teqnhkotwn	qnh/skw	qnh/skw				TEQNHKO/TWN	QNH/SKW
14	19	VK	XMPGPM	5160385	ἐκκεκεντημένων	ἐκκεκεντημενων	εκκεκεντημενων	ἐκκεντέω	e)kkekenthme/nwn	e)kkekenthmenwn	ekkekenthmenwn	e)kkente/w	e)kkente/w				E)KKEKENTHME/NWN	KENTE/W          E)K
14	19	N1	DPF	14210	μαχαίραις	μαχαιραις	μαχαιραις	μάχαιρα	maxai/raij	maxairaij	maxairaij	ma/xaira	ma/xaira				MAXAI/RAIS	MA/XAIRA
14	19	V1	PAPGPM	5154241	καταβαινόντων	καταβαινοντων	καταβαινοντων	καταβαίνω	katabaino/ntwn	katabainontwn	katabainontwn	katabai/nw	katabai/nw				KATABAINO/NTWN	BAI/NW           KATA
14	19	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
14	19	N1M	GSM	9538	ᾅδου	ἁδου	αδου	ᾅδης	a/(|dou	a(dou	adou	a/(|dhj	a(/|dhj			.	A(/|DOU	A(/|DHS
14	19	RR	ASM	14	ὃν	ὁν	ον	ὅς	o\(n	o(n	on	o/(j	o(/j				O(\N	O(/S
14	19	N2	ASM	9474	τρόπον	τροπον	τροπον	τρόπος	tro/pon	tropon	tropon	tro/poj	tro/poj				TRO/PON	TRO/POS
14	19	N2N	ASN	17666	ἱμάτιον	ἱματιον	ιματιον	ἱμάτιον	i(ma/tion	i(mation	imation	i(ma/tion	i(ma/tion				I(MA/TION	I(MA/TION
14	19	P		8	ἐν	ἐν	εν	ἐν	e)n	e)n	en	e)n	e)n				E)N	E)N
14	19	N3M	DSN	17794	αἵματι	αἱματι	αιματι	αἷμα	ai/(mati	ai(mati	aimati	ai~(ma	ai(=ma				AI(/MATI	AI(=MA
14	19	VM	XMPASM	4865473	πεφυρμένον	πεφυρμενον	πεφυρμενον	φύρομαι	pefurme/non	pefurmenon	pefurmenon	fu/romai	fu/romai				PEFURME/NON	FU/ROMAI
14	19	D		9	οὐκ	οὐκ	ουκ	οὐ	ou)k	ou)k	ouk	ou)	ou)				OU)K	OU)
14	19	VF	FMI3S	637057	ἔσται	ἐσται	εσται	εἰμί	e/)stai	e)stai	estai	ei)mi/	ei)mi/				E)/STAI	EI)MI/
14	19	A1A	ASM	9475	καθαρόν	καθαρον	καθαρον	καθαρός	kaqaro/n	kaqaron	kaqaron	kaqaro/j	kaqaro/j			,	KAQARO/N	KAQARO/S
14	20	D		9	οὕτως	οὑτως	ουτως	οὕτως	ou/(twj	ou(twj	outwj	ou/(twj	ou(/twj				OU(/TWS	OU(/TWS
14	20	C		4	οὐδὲ	οὐδε	ουδε	οὐδέ	ou)de\	ou)de	oude	ou)de/	ou)de/				OU)DE\	OU)DE/
14	20	RP	NS	13	σὺ	συ	συ	σύ	su\	su	su	su/	su/				SU\	SU/
14	20	VF	FMI2S	637057	ἔσῃ	ἐση	εση	εἰμί	e/)sh|	e)sh	esh	ei)mi/	ei)mi/				E)/SH|	EI)MI/
14	20	A1A	NSM	9347	καθαρός	καθαρος	καθαρος	καθαρός	kaqaro/j	kaqaroj	kaqaroj	kaqaro/j	kaqaro/j			,	KAQARO/S	KAQARO/S
14	20	C		4	διότι	διοτι	διοτι	διότι	dio/ti	dioti	dioti	dio/ti	dio/ti				DIO/TI	DIO/TI
14	20	RA	ASF	10	τὴν	την	την	ὁ	th\n	thn	thn	o(	o(				TH\N	O(
14	20	N1	ASF	13570	γῆν	γην	γην	γῆ	gh~n	ghn	ghn	gh~	gh=				GH=N	GH=
14	20	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou				MOU	E)GW/
14	20	VAI	AAI2S	633473	ἀπώλεσας	ἀπωλεσας	απωλεσας	ἀπόλλυμι	a)pw/lesaj	a)pwlesaj	apwlesaj	a)po/llumi	a)po/llumi				A)PW/LESAS	O)LLU/W          A)PO
14	20	C		4	καὶ	και	και	καί	kai\	kai	kai	kai/	kai/				KAI\	KAI/
14	20	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
14	20	N2	ASM	9474	λαόν	λαον	λαον	λαός	lao/n	laon	laon	lao/j	lao/j				LAO/N	LAO/S
14	20	RP	GS	13	μου	μου	μου	μου	mou	mou	mou	mou	mou				MOU	E)GW/
14	20	VAI	AAI2S	633473	ἀπέκτεινας	ἀπεκτεινας	απεκτεινας	ἀποκτείνω	a)pe/kteinaj	a)pekteinaj	apekteinaj	a)poktei/nw	a)poktei/nw			·	A)PE/KTEINAS	KTEI/NW          A)PO
14	20	D		9	οὐ	οὐ	ου	οὐ	ou)	ou)	ou	ou)	ou)				OU)	OU)
14	20	D		9	μὴ	μη	μη	μή	mh\	mh	mh	mh/	mh/				MH\	MH/
14	20	VA	AAS2S	633601	μείνῃς	μεινης	μεινης	μένω	mei/nh|j	meinhj	meinhj	me/nw	me/nw				MEI/NH|S	ME/NW
14	20	P		8	εἰς	εἰς	εις	εἰς	ei)j	ei)j	eij	ei)j	ei)j				EI)S	EI)S
14	20	RA	ASM	10	τὸν	τον	τον	ὁ	to\n	ton	ton	o(	o(				TO\N	O(
14	20	N3W	ASM	9474	αἰῶνα	αἰωνα	αιωνα	αἰών	ai)w~na	ai)wna	aiwna	ai)w/n	ai)w/n				AI)W=NA	AI)W/N
14	20	N2	ASM	9474	χρόνον	χρονον	χρονον	χρόνος	xro/non	xronon	xronon	xro/noj	xro/noj			,	XRO/NON	XRO/NOS
14	20	N3M	ASN	17666	σπέρμα	σπερμα	σπερμα	σπέρμα	spe/rma	sperma	sperma	spe/rma	spe/rma				SPE/RMA	SPE/RMA
